Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Fulfillment Service,Variant Inventory Policy,Variant Gauge,Image Src,Image Position
add-on-gift-box-service-copy-4,,,,,,,Title,Default Title,DZT-HPUNEBOX,4.99,6.0,manual,deny,untracked,,
add-on-gift-box-service-copy-4,,,,,,,Title,Default Title,DZT-PUNEBOX,4.99,6.0,manual,deny,untracked,,
add-on-gift-box-service-copy-4,,,,,,,Title,Default Title,DZT-UMWPBOX,4.99,6.0,manual,deny,untracked,,
add-on-gift-box-service-copy-4,,,,,,,Title,Default Title,DZT-BISTONEBOX,4.99,6.0,manual,deny,untracked,,
add-on-gift-box-service-copy-4,,,,,,,Title,Default Title,DZT-ORNMREDBOX-9CM,3.99,,manual,deny,untracked,,
fathers-day-gifts-basketball-dad-grandpa-personalized-cap-maznj6l7d,"Father's Day Gifts, Basketball Dad, Grandpa - Personalized Cap","<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-line=""""true"""" data-line-index=""""0"""" data-zone-id=""""0"""">
<div data-line=""""true"""" data-line-index=""""0"""" data-zone-id=""""0"""">Unleash your appreciation for the basketball-loving dad or grandpa in your life with our Personalized Classic Cap, a Father's Day special! This cap is not just a sportive accessory that symbolizes Dad's love for basketball, it subtly demonstrates that special fatherly bond too. It's a thoughtful gift idea, perfect for Father's Day, birthdays, Christmas, anniversaries, or just because; essentially, any occasion that calls for an expression of gratitude and acknowledgment of his role as a 'Basketball Dad'.</div>
<div data-line=""""true"""" data-line-index=""""1"""" data-zone-id=""""0""""><br></div>
<div data-line=""""true"""" data-line-index=""""2"""" data-zone-id=""""0"""">The beauty comes from its personalized design, finely embroidered with a message proclaiming him a 'Basketball Dad', a title he wears with pride and joy. This cap complements his style, offering not just comfort but a great fashion sense too; it can be worn during his favorite basketball games, on the weekends or any casual day out. Get this cap as a gift to honor, appreciate and remind him how wonderful it is to have him in your life. So, why wait? Act now and let him revel in the joy of being a 'Basketball Dad'.</div>
</div>
</div>
<div data-zone-id=""""0"""" data-line-index=""""2"""" data-line=""""true""""><br></div>
</div>
<p><strong>MESSAGE: </strong>Basketball Dad.<br><br></p>
<p><strong>PRODUCT DETAILS:</strong></p>
<ul>
<li>Constructed with 100% premium polyester that’s lightweight for maximum comfort and breathability.</li>
<li>Universal Fit: One size fits most with an adjustable snapback closure.</li>
<li>Packaging:</li>
<li>+ With box: cap x 1pc, package is in carton box</li>
<li>+ Without box: cap x 1pc, package is in a polyester bag</li>
<li>Care Instructions: Hand Wash Only. Wipe it off gently with a clean, dry cloth.</li>
</ul>
<p><strong>In some cases, this product may be damaged or deformed during shipping time. Therefore, we recommend that you should choose the “With box” packaging method in order to avoid them. If you choose “Without box” packaging, we cannot guarantee the goods will be protected perfectly and we will not take responsibility for those damaged or deformed products.</strong></p>",Macorner,Cap,"['Basketball', 'Classic Cap', 'Dad', """"Father's Day"""", 'for_him', 'Hat & Caps']",TRUE,Title,Classic Cap,PR-BAK150506PAHT-HCC,29.95,39.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Father_S_Day_Gifts_Basketball_Dad_Grandpa_Personalized_Cap_1.jpg?v=1779090878,1
fathers-day-gifts-basketball-dad-grandpa-personalized-cap-maznj6l7d,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Father_S_Day_Gifts_Basketball_Dad_Grandpa_Personalized_Cap_2.jpg?v=1779090878,2
fathers-day-gifts-basketball-dad-grandpa-personalized-cap-maznj6l7d,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Father_S_Day_Gifts_Basketball_Dad_Grandpa_Personalized_Cap_3.jpg?v=1779090878,3
fathers-day-gifts-basketball-dad-grandpa-personalized-cap-maznj6l7d,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Father_S_Day_Gifts_Basketball_Dad_Grandpa_Personalized_Cap_4.jpg?v=1779090878,4
fathers-day-gifts-basketball-dad-grandpa-personalized-cap-maznj6l7d,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Father_S_Day_Gifts_Basketball_Dad_Grandpa_Personalized_Cap_5.png?v=1779090878,5
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,Celebrating 'Merica Est. 1776 - Personalized Cupcake Toppers,"<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""" style=""""white-space: pre-wrap;"""">Add a touch of patriotic flavor to your celebration with our Celebrating 'Merica Est. 1776 - Personalized Cupcake Toppers. These aren't just any ordinary cupcake toppers, but carefully personalized decorations that highlight the bond and unity that defines us as a nation. Ideal for anyone celebrating Independence Day, they serve as fantastic adornments to bring out the spirit of this historically rich day. Perfect for Independence Day parties, birthdays, Christmas, anniversaries, or any occasion that calls for a touch of patriotic zest, this product boosts the gift appeal and supports SEO.</div><div data-zone-id=""""0"""" data-line-index=""""1"""" data-line=""""true"""" style=""""white-space: pre-wrap;""""><br></div><div data-zone-id=""""0"""" data-line-index=""""2"""" data-line=""""true"""" style=""""white-space: pre-wrap;"""">Our toppers do more than just sit pretty on your cupcakes. Intrinsically designed with a celebratory message, they magnify our shared solidarity from the establishment of our great nation in 1776. What better way to enhance your celebration than with a product that is not just pleasing to the eye, but equally resonant in its meaning? Don't just celebrate; commemorate with our Personalized Cupcake Toppers. Light up the mood, infuse an aura of shared rejoice and unity, and watch as your party takes an unforgettable turn. Don’t wait, order today, and inject some celebratory spirit into your next occasion.</div>

<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""" style=""""white-space: pre-wrap;"""">
<strong>MESSAGE:</strong>Celebrating 'Merica Est. 1776.</div>

<p><br></p>
<p><strong>PRODUCT DETAILS:</strong></p>
<ul>
<li>Material: Made from high-quality cardstock combined with bamboo sticks, designed to be lightweight, safe, and perfect for decorating cupcakes, cakes, and desserts at birthdays, parties, holidays, and themed events.</li>
<li>Size:<br>+ Topper: Approx. 3""""  3"""" (dimensions may vary slightly depending on the design).<br>+ Bamboo Sticks: 3.9"""" tall.</li>
</ul>
<ul>
<li>Printing: One-sided printing with clear details and vibrant colors.</li>
<li>Care Instructions: Store in a dry place.</li>
<li>Package Included: Printed toppers, bamboo sticks, and circular adhesive dots</li>
<li>Warm Tips: For safe shipping, toppers are sent unassembled. Simply use the included adhesive dots to attach the back of toppers to the sticks before use.</li>
</ul>",Macorner,Cupcake Toppers,"['Cupcake Toppers', 'Holiday Decor', 'Independence Day', 'Quantity breaks pc']",TRUE,Title,5 PCS,PR-IND150504VUPG-CAKETOP,22.95,45.9,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Celebrating_Merica_Est_1.jpg?v=1779087804,1
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,10 PCS,PR-IND150504VUPG-CAKETOP-2PS,27.95,68.85,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Celebrating_Merica_Est_2.jpg?v=1779087804,2
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,15 PCS,PR-IND150504VUPG-CAKETOP-3PS,32.95,91.8,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Celebrating_Merica_Est_3.jpg?v=1779087804,3
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,20 PCS,PR-IND150504VUPG-CAKETOP-4PS,37.95,114.75,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Celebrating_Merica_Est_4.jpg?v=1779087804,4
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,25 PCS,PR-IND150504VUPG-CAKETOP-5PS,42.95,137.7,manual,deny,untracked,,
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,30 PCS,PR-IND150504VUPG-CAKETOP-6PS,47.95,160.65,manual,deny,untracked,,
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,50 PCS,PR-IND150504VUPG-CAKETOP-10PS,52.95,183.6,manual,deny,untracked,,
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,75 PCS,PR-IND150504VUPG-CAKETOP-15PS,57.95,206.55,manual,deny,untracked,,
celebrating-merica-est-1776-personalized-cupcake-toppers-marlp4hsg,,,,,,,Title,100 PCS,PR-IND150504VUPG-CAKETOP-20PS,62.95,62.95,manual,deny,untracked,,
custom-pet-portrait-sketch-line-art-dog-dad-dog-mom-gift-personalized-cap-ma01gegl2,Custom Pet Portrait Sketch Line Art Dog Dad Dog Mom Gift - Personalized Cap,"<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">
<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""">Bring a unique touch to your style with our Custom Pet Portrait Sketch Line Art Cap. This personalized hat is the perfect gift for pet lovers, particularly dog and cat parents, and is certain to create a strong bond between the owner and their furry companions. The intricately crafted pet portrait sketched in line art is fabulous, capturing the resemblance in a wonderful artistic manner.</div>
<div data-zone-id=""""0"""" data-line-index=""""1"""" data-line=""""true""""><br></div>
<div data-zone-id=""""0"""" data-line-index=""""2"""" data-line=""""true"""">Ideal for Father's Day, this classic cap also makes a fantastic present for birthdays, Christmas, and anniversaries, encapsulating the timeless memories of pet ownership. Not only is it a constant reminder of your adorable pets, but this headwear also provides a stylish and trendy look. It fits seamlessly into every pet owner's wardrobe and enhances their everyday look. Act now; gift this amazing cap to your loved ones or get one for yourself to keep your pet always with you. Show them with this unique cap how much you appreciate and love them!</div>
</div>
<p><br></p>
<p><strong>PRODUCT DETAILS:</strong></p>
<ul>
<li>Constructed with 100% premium polyester that’s lightweight for maximum comfort and breathability.</li>
<li>Universal Fit: One size fits most with an adjustable snapback closure.</li>
<li>Packaging:</li>
</ul>
<p>   + With box: cap x 1pc, package is in carton box</p>
<p>   + Without box: cap x 1pc, package is in a polyester bag</p>
<ul>
<li>Care Instructions: Hand Wash Only. Wipe it off gently with a clean, dry cloth.</li>
</ul>
<p><br></p>
<p><strong>In some cases, this product may be damaged or deformed during shipping time. Therefore, we recommend that you should choose the “With box” packaging method in order to avoid them. If you choose “Without box” packaging, we cannot guarantee the goods will be protected perfectly and we will not take responsibility for those damaged or deformed products.</strong></p>",Macorner,Cap,"['AI', 'Cat', 'Classic Cap', 'Dog', """"Father's Day"""", 'Hat & Caps', 'Pet', 'Photo Inserted']",TRUE,Title,Classic Cap / 1 Photo,PR-DOG150502GATL-HCC,31.95,39.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Custom_Pet_Portrait_Sketch_Line_Art_Dog_Dad_Dog_Mom_Gift_Personalized_Cap_1.jpg?v=1778918675,1
custom-pet-portrait-sketch-line-art-dog-dad-dog-mom-gift-personalized-cap-ma01gegl2,,,,,,,Title,Classic Cap / 2 Photos,PR-DOG150502GATL-HCC,33.95,39.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Custom_Pet_Portrait_Sketch_Line_Art_Dog_Dad_Dog_Mom_Gift_Personalized_Cap_2.jpg?v=1778918675,2
custom-pet-portrait-sketch-line-art-dog-dad-dog-mom-gift-personalized-cap-ma01gegl2,,,,,,,Title,Classic Cap / 3 Photos,PR-DOG150502GATL-HCC,35.95,39.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Anhbt_371701aa-2aa2-4ea8-83b3-68d0d88c31ff.jpg?v=1775721811,3
custom-pet-portrait-sketch-line-art-dog-dad-dog-mom-gift-personalized-cap-ma01gegl2,,,,,,,Title,Classic Cap / 4 Photos,PR-DOG150502GATL-HCC,37.95,39.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Custom_Pet_Portrait_Sketch_Line_Art_Dog_Dad_Dog_Mom_Gift_Personalized_Cap_3.jpg?v=1778918675,4
custom-pet-portrait-sketch-line-art-dog-dad-dog-mom-gift-personalized-cap-ma01gegl2,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Custom_Pet_Portrait_Sketch_Line_Art_Dog_Dad_Dog_Mom_Gift_Personalized_Cap_4.jpg?v=1778918675,5
custom-pet-portrait-sketch-line-art-dog-dad-dog-mom-gift-personalized-cap-ma01gegl2,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Custom_Pet_Portrait_Sketch_Line_Art_Dog_Dad_Dog_Mom_Gift_Personalized_Cap_5.png?v=1778918675,6
dads-grilling-buddies-fathers-day-gift-for-dad-husband-personalized-kitchen-towel-ma3o47was,"Dad's Grilling Buddies Father's Day Gift For Dad, Husband - Personalized Kitchen Towel","<div data-zone-id=""""0"""" data-line-index=""""0"""" data-line=""""true"""" style=""""white-space: pre-wrap;"""">Celebrate the bond of family and the strong resemblance to dad with our Dad's Grilling Buddies kitchen towel. This carefully personalized piece is a nod to the shared moments, the laughter, and fathers' love for grilling. It is a perfect gift for parents and husbands, precisely crafted to suit their unique character and passions. This kitchen towel brings an added thrill to every meal preparation, making it perfect for Father's Day, birthdays, Christmas, anniversaries, or any occasion that calls for a unique and heartwarming present. </div><div data-zone-id=""""0"""" data-line-index=""""1"""" data-line=""""true"""" style=""""white-space: pre-wrap;""""><br></div><div data-zone-id=""""0"""" data-line-index=""""2"""" data-line=""""true"""" style=""""white-space: pre-wrap;"""">The phrase 'Dad's Grilling Buddies' embedded onto the towel says just enough to show the love and appreciation for your dad, as he enjoys his grilling escapades. The towel is a charming symbol of your family's shared love for cooking and meaningful gatherings. Gift this to your dad or husband and watch him cherish the sentiment every time he uses it in the kitchen. It's a wonderful way to make his grilling moments extra special. Don't pass up the chance to make your dad feel loved and appreciated – order one for him today!</div>
<p><br></p>
<p><strong>MESSAGE</strong>: Dad's Grilling Buddies.</p>
<p><br></p>
<p><strong>PRODUCT DETAILS:</strong></p>
<ul>
<li>Material: Made from a blend of 88% polyester and 12% nylon, this kitchen towel offers a soft touch and durable everyday performance.</li>
<li>Size: 16 x 24 inches (40 x 60 cm).</li>
<li>Features:<br>+ Highly Absorbent: Quickly soaks up moisture to help keep surfaces dry and mess-free.<br>+ Everyday Kitchen Essential: Practical for drying hands and supporting daily cooking and baking tasks.<br>+ Multi-Purpose Protection: Can be used as a table mat to protect surfaces from scratches and spills, or for light cleaning around the home, such as counters and shelves.</li>
<li>Care Instructions:<br>+ Machine wash cold and tumble dry low.<br>+ Avoid bleach to maintain fabric quality.</li>
</ul>",Macorner,Kitchen Towel,"['Dad', 'Family', """"Father's Day"""", 'Kitchen & Dining', 'Kitchen Towel', 'Photo Inserted']",TRUE,Title,Default Title,PR-DAD130505GATL-KITOWEL,22.95,0.0,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Dads_Grilling_Buddies_Fathers_Day_Gift_For_Dad_Husband_Personalized_Kitchen_Towel_1.jpg?v=1778915948,1
dads-grilling-buddies-fathers-day-gift-for-dad-husband-personalized-kitchen-towel-ma3o47was,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Dads_Grilling_Buddies_Fathers_Day_Gift_For_Dad_Husband_Personalized_Kitchen_Towel_2.jpg?v=1778915948,2
dads-grilling-buddies-fathers-day-gift-for-dad-husband-personalized-kitchen-towel-ma3o47was,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/photoinsertedinstruction_809a4948-73a3-483a-9f7c-3b56709ce5c5.jpg?v=1778915947,3
dads-grilling-buddies-fathers-day-gift-for-dad-husband-personalized-kitchen-towel-ma3o47was,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Dads_Grilling_Buddies_Fathers_Day_Gift_For_Dad_Husband_Personalized_Kitchen_Towel_3.jpg?v=1778915947,4
dads-grilling-buddies-fathers-day-gift-for-dad-husband-personalized-kitchen-towel-ma3o47was,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Dads_Grilling_Buddies_Fathers_Day_Gift_For_Dad_Husband_Personalized_Kitchen_Towel_6.jpg?v=1778915947,5
dads-grilling-buddies-fathers-day-gift-for-dad-husband-personalized-kitchen-towel-ma3o47was,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/Dads_Grilling_Buddies_Fathers_Day_Gift_For_Dad_Husband_Personalized_Kitchen_Towel_5.jpg?v=1778915947,6
