Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Fulfillment Service,Variant Inventory Policy,Variant Gauge,Image Src,Image Position
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Black / XL,PR-IND280403VUEC-Classic Tee-XL-Black,28.95,36.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/I_Walked_The_Walk_Military_Branch_Veteran_Personalized_Shirt_4.jpg?v=1777373036,4
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Black / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Black,28.95,38.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/I_Walked_The_Walk_Military_Branch_Veteran_Personalized_Shirt_5.jpg?v=1777373036,5
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Black / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Black,28.95,38.95,manual,deny,untracked,https://cdn.shopify.com/s/files/1/0626/0421/4428/files/I_Walked_The_Walk_Military_Branch_Veteran_Personalized_Shirt_6.jpg?v=1777373036,6
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Black / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Black,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Black / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Black,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / S,PR-IND280403VUEC-Classic Tee-S-Navy,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / M,PR-IND280403VUEC-Classic Tee-M-Navy,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / L,PR-IND280403VUEC-Classic Tee-L-Navy,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / XL,PR-IND280403VUEC-Classic Tee-XL-Navy,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Navy,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Navy,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Navy,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Navy / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Navy,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / S,PR-IND280403VUEC-Classic Tee-S-Forest Green,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / M,PR-IND280403VUEC-Classic Tee-M-Forest Green,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / L,PR-IND280403VUEC-Classic Tee-L-Forest Green,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / XL,PR-IND280403VUEC-Classic Tee-XL-Forest Green,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Forest Green,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Forest Green,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Forest Green,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Forest Green / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Forest Green,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / S,PR-IND280403VUEC-Classic Tee-S-Carolina Blue,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / M,PR-IND280403VUEC-Classic Tee-M-Carolina Blue,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / L,PR-IND280403VUEC-Classic Tee-L-Carolina Blue,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / XL,PR-IND280403VUEC-Classic Tee-XL-Carolina Blue,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Carolina Blue,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Carolina Blue,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Carolina Blue,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Carolina Blue / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Carolina Blue,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / S,PR-IND280403VUEC-Classic Tee-S-Cardinal Red,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / M,PR-IND280403VUEC-Classic Tee-M-Cardinal Red,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / L,PR-IND280403VUEC-Classic Tee-L-Cardinal Red,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / XL,PR-IND280403VUEC-Classic Tee-XL-Cardinal Red,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Cardinal Red,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Cardinal Red,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Cardinal Red,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Cardinal Red / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Cardinal Red,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / S,PR-IND280403VUEC-Classic Tee-S-Red,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / M,PR-IND280403VUEC-Classic Tee-M-Red,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / L,PR-IND280403VUEC-Classic Tee-L-Red,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / XL,PR-IND280403VUEC-Classic Tee-XL-Red,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Red,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Red,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Red,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Red / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Red,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / S,PR-IND280403VUEC-Classic Tee-S-Orange,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / M,PR-IND280403VUEC-Classic Tee-M-Orange,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / L,PR-IND280403VUEC-Classic Tee-L-Orange,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / XL,PR-IND280403VUEC-Classic Tee-XL-Orange,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Orange,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Orange,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Orange,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Orange / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Orange,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / S,PR-IND280403VUEC-Classic Tee-S-Light Blue,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / M,PR-IND280403VUEC-Classic Tee-M-Light Blue,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / L,PR-IND280403VUEC-Classic Tee-L-Light Blue,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / XL,PR-IND280403VUEC-Classic Tee-XL-Light Blue,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Light Blue,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Light Blue,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Light Blue,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Blue / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Light Blue,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / S,PR-IND280403VUEC-Classic Tee-S-Light Pink,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / M,PR-IND280403VUEC-Classic Tee-M-Light Pink,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / L,PR-IND280403VUEC-Classic Tee-L-Light Pink,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / XL,PR-IND280403VUEC-Classic Tee-XL-Light Pink,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Light Pink,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Light Pink,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Light Pink,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Light Pink / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Light Pink,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / S,PR-IND280403VUEC-Classic Tee-S-Sport Grey,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / M,PR-IND280403VUEC-Classic Tee-M-Sport Grey,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / L,PR-IND280403VUEC-Classic Tee-L-Sport Grey,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / XL,PR-IND280403VUEC-Classic Tee-XL-Sport Grey,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / 2XL,PR-IND280403VUEC-Classic Tee-2XL-Sport Grey,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / 3XL,PR-IND280403VUEC-Classic Tee-3XL-Sport Grey,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / 4XL,PR-IND280403VUEC-Classic Tee-4XL-Sport Grey,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / Sport Grey / 5XL,PR-IND280403VUEC-Classic Tee-5XL-Sport Grey,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / S,PR-IND280403VUEC-Classic Tee-S-White,24.95,34.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / M,PR-IND280403VUEC-Classic Tee-M-White,26.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / L,PR-IND280403VUEC-Classic Tee-L-White,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / XL,PR-IND280403VUEC-Classic Tee-XL-White,28.95,36.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / 2XL,PR-IND280403VUEC-Classic Tee-2XL-White,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / 3XL,PR-IND280403VUEC-Classic Tee-3XL-White,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / 4XL,PR-IND280403VUEC-Classic Tee-4XL-White,28.95,38.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Classic Tee / White / 5XL,PR-IND280403VUEC-Classic Tee-5XL-White,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Women Tee / Black / S,PR-IND280403VUEC-Women Tee-S-Black,25.95,35.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Women Tee / Black / M,PR-IND280403VUEC-Women Tee-M-Black,27.95,37.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Women Tee / Black / L,PR-IND280403VUEC-Women Tee-L-Black,27.95,37.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Women Tee / Black / XL,PR-IND280403VUEC-Women Tee-XL-Black,27.95,37.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Women Tee / Black / 2XL,PR-IND280403VUEC-Women Tee-2XL-Black,29.95,39.95,manual,deny,untracked,,
i-walked-the-walk-military-branch-veteran-personalized-shirt-ma8u5emzi,,,,,,,Title,Women Tee / Black / 3XL,PR-IND280403VUEC-Women Tee-3XL-Black,29.95,39.95,manual,deny,untracked,,
